Número do Contrato,Objeto,Fundamento Legal,Modalidade Compra,Situação Contrato,Código Órgão Superior,Nome Órgão Superior,Código Órgão,Nome Órgão,Código UG,Nome UG,Data Assinatura Contrato,Data Publicação DOU,Data Início Vigência,Data Fim Vigência,CNPJ Contratado,Nome Contratado,Valor Inicial Compra,Valor Final Compra
3572020,OBJETO: Amplicacao central de água gelada HCR,Fundamento Legal: 13303/16,Sem Informação,Fechado,36000,Ministério da Saúde,36210,Hospital Nossa Senhora da Conceição S.A.,366003,HOSPITAL NOSSA SENHORA DA CONCEICAO S/A,06/08/2020,06/08/2020,06/08/2020,05/12/2020,92787118000120,HOSPITAL NOSSA SENHORA DA CONCEICAO S.A.,530000.0000,530000.0000
32020,Objeto: Prestação de serviço de manut. corretiva/preventiva de equip. de refrigeração-- precisão-- cozinha ind. e confeitaria-- aquecimento-- cocção e assamento. Valor global com desconto R$ 26.079.34.,Fundamento Legal: Lei 8.666/93 e Lei 10.520/02,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26420,Instituto Federal Farroupilha,158505,INST.FE.FARROUPILHA/CAMPUS PANAMBI,09/07/2020,05/08/2020,10/07/2020,10/07/2021,18061629000107,CASQUEIRO E SOUZA CONSULTORIA E GESTAO EMPRESARIAL LTDA,26544.3100,26544.3100
382020,Objeto: Contratação de serviços de disponibilidae de acesso a banco de dados especifico,Fundamento Legal: Lei 13303 de 30/06/2016-- dec 8945 de 27/12/206-- dec 9507/2018 e regulamento de licitação e contratos,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155008,EBSERH HUPI,30/07/2020,03/08/2020,30/07/2020,30/07/2025,07797967000195,NP CAPACITACAO E SOLUCOES TECNOLOGICAS LTDA,39950.0000,39950.0000
262020,Objeto: Credenciamento de Organização Civis de Saúde - OCS e Profissionais de Saúde Autônomos de assistência médico/hospitalar-- ambulatorial-- atenção domiciliar-- pré-hospitalar-- atendi- mento de urgência e emergência em regime de 24 horas diárias-- UTI-- remoção e evacuação-- ser- viço de odontologia-- laboratorial.,Fundamento Legal: ART 25-- CAPUT-- LEI 8666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160454,28 BATALHAO DE CACADORES,17/07/2020,04/08/2020,17/07/2020,16/07/2021,01127050575,LYCIA GARDENIA DOS SANTOS OLIVEIRA,60000.0000,60000.0000
232020,Objeto: Contratação de empresa especializada na prestação de serviços de agenciamento de viagens-- compreendendo a operacionalização de reservas-- emissão-- remercação e cancelamento de passagem aérea nacional e internacional e outros serviços correlatos.,Fundamento Legal: Lei 8.666/93.,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26272,Fundação Universidade do Maranhão,154041,FUNDACAO UNIVERSIDADE DO MARANHAO,04/08/2020,06/08/2020,04/08/2020,04/08/2021,07340993000190,WEBTRIP AGENCIA DE VIAGENS E TURISMO EIRELI,950000.0000,950000.0000
12020,Objeto: Contratação de empresa especializada na prestação de serviço de disponibilização de 23 pontos de TV 4 estrelas SD e Internet na velocidade de 140 MB para o Hotel de Trânsito de Oficiais.,Fundamento Legal: Em observância às disposições da Lei nº 8.666-- de 21 de junho de 1993 e da Lei nº 10.520-- de 17 de junho de 2002.,Dispensa de Licitação,A Publicar,52000,Ministério da Defesa,52904,Fundo do Exército,167196,BASE DE ADMINISTRAçãO E APOIO CMN,14/02/2020,24/08/2020,14/02/2020,13/02/2021,40432544000147,CLARO S.A.,14040.0000,14040.0000
52020,Objeto: Contratacao de servicos de Locacao de Conteineres maritimos.,Fundamento Legal: Lei 8.666/93.,Pregão,Publicado,26000,Ministério da Educação,26405,Instituto Federal do Ceará,158960,CAMPUS CAUCAIA/IFCE,30/07/2020,05/08/2020,03/08/2020,03/08/2021,17722651000198,VALDIR DE ARAUJO PIRES,35880.0000,35880.0000
1902020,Objeto: Prestação de serviço de assistência médico hospitalar aos usuários do FuSEx/SAMMED/PASS,Fundamento Legal: Art 25 da Lei 8.666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160130,36º BATALHãO DE INFANTARIA MECANIZADO,01/07/2020,06/08/2020,01/07/2020,30/06/2021,04941368000105,MEDFONTES SERVICOS MEDICOS LTDA,200000.0000,200000.0000
232020,Objeto: Serviço de Engenharia de Adaptação Operacional do Hangar Tenente Lucena e Edificações Adjacentes,Fundamento Legal: Lei 8.666/93-- Lei 10.520/02-- Decreto 9.507/18 e IN SEGES/MP 5/17,Pregão - Registro de Preço,Pendente,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120623,BASE AEREA DOS AFONSOS,10/07/2020,06/08/2020,10/07/2020,22/03/2021,29616777000167,ZEICH CONSTRUCOES EIRELI,313715.0600,313715.0600
182020,Objeto: Credenciamento de OCS para prestação de serviço de saúde de natureza contínua para a Policlínica Militar de Porto Alegre.,Fundamento Legal: Inciso II do artigo 57 da Lei nº 8.666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160400,POLICLINICA MILITAR DE PORTO ALEGRE,06/08/2020,10/08/2020,10/08/2020,10/08/2021,08823354000148,CLINICA MARANTES DE PREVENCAO E DIAGNOSTICO LTDA,600000.0000,600000.0000
932020,Objeto: Aquisição de 4 cadeiras fixas e 2 cadeiras de escritório e demais características contids no termo de referência e edital-- destinadas a ação 7 do enfrentamento ao COVID-19 - UNIVASF.,Fundamento Legal: Lei nº 8.666/93 e suas alterações posteriores e Lei nº 10.520/02.,Pregão - Registro de Preço,A Publicar,26000,Ministério da Educação,26230,Fundação Universidade Federal do Vale do São ,154421,FUND. UNIVERSIDADE FEDERAL VALE SAO FRANCISCO,29/07/2020,11/08/2020,29/07/2020,29/07/2021,12991409000104,BALI COMERCIAL LTDA,2175.8400,2175.8400
32020,Objeto: Contratação de concessionária de serviços públicos-- mediante adesão contratual-- para o uso do sistema de distribuição de energia elétrica (CUSD)-- destinada ao condomínio público jurisdicionado ao Comando da 6ª Brigada de Infantaria Blindada.,Fundamento Legal: Art. 25-- Caput-- da Lei n° 8.666/93.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160414,COMANDO 6 BRIGADA DE INFANTARIA BLINDADA,17/07/2020,07/08/2020,17/07/2020,16/07/2021,02016440000162,RGE SUL DISTRIBUIDORA DE ENERGIA S.A.,145624.9200,145624.9200
1512020,Objeto: Serviços de pagamento de taxas e encargos referentes a despacho aduaneiro.,Fundamento Legal: Artigos 60 e 62 da Lei 8.666/1993.,Pregão,Pendente,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120195,CENTRO DE AQUISIÇÕES ESPECÍFICAS,23/07/2020,13/08/2020,23/07/2020,22/07/2021,04254554000176,AIRPHOENIX SERVICOS INTERNACIONAIS LTDA,1803900.0000,1803900.0000
262020,Objeto: Prestação de serviços de reabilitação.,Fundamento Legal: Parágrafo único do art. 61 da Lei 8.666/93,Inexigibilidade de Licitação,A Publicar,52000,Ministério da Defesa,52121,Comando do Exército,160203,2º BATALHÃO DE ENGENHARIA DE CONSTRUÇÃO,01/04/2020,11/08/2020,01/04/2020,31/12/2020,03549969000104,PSICOCENTRO LTDA,55000.0000,55000.0000
272020,Objeto: Contratação de serviço continuado e sem vinculação de mão de obra de manutenção preventiva-- corretiva com fornecimento de peças e serviços complementares para equipamentos médico-hospitalares da marca GE para o HUCFF-- conforme condições quntidades e exigências estabelecidas no Termo de Referência.,Fundamento Legal: Lei 8.666/93 e Lei 10.520/02.,Pregão,Publicado,26000,Ministério da Educação,26245,Universidade Federal do Rio de Janeiro,153152,HOSPITAL UNIVERSITARIO DA UFRJ,04/08/2020,06/08/2020,04/08/2020,04/08/2021,00029372000302,GE HEALTHCARE DO BRASIL COMERCIO E SERVICOS PARA EQUIPAMENTOS MEDICO-HOSPITALARES LTDA,1703000.0000,1703000.0000
12020,Objeto: Contratação de serviços de reprodução grafica-- compreendendo a locação de máquina copiadoras/duplicadoras digitais-- manutenção preventiva-- manutenção corretiva e fornecimento de materiais de consumo e peças de reposição-- que serão prestados nas condições estabelecidadas no Termo de Referência-- anexao do Edital do Pregão nº 01/2020.,Fundamento Legal: Lei 8666/93-- Lei10520/02-- Decreto 10024/19-- Decreto 2271/97-- IN02/2008-- IN02/2011-- IN04/2014,Pregão,Publicado,36000,Ministério da Saúde,36201,Fundação Oswaldo Cruz,254431,INSTITUTO COMUN E INFORM CIENT.TECNOL SAUDE,17/07/2020,07/08/2020,03/08/2020,03/08/2021,01165267000100,CS E CS COMERCIO E SERVICOS EIRELI,38400.0000,38400.0000
62020,Objeto: Contratação de serviços de telefonicos fixos comutado(STFC)nas modalidades local e longa distancia (LDN) atraves de DDR para a Supe -rintendencia do IBAMA/BA.,Fundamento Legal: Lei 8666/93,Pregão - Registro de Preço,Publicado,44000,Ministério do Meio Ambiente,20701,Instituto Brasileiro do Meio Ambiente e dos R,193103,IBAMA - SUPERINTENDENCIA DA BAHIA/BA,31/07/2020,04/08/2020,03/08/2020,02/08/2021,33000118000179,TELEMAR NORTE LESTE S/A. - EM RECUPERACAO JUDICIAL,8407.6400,8407.6400
412020,Objeto: Teste-- garantia e controle de qualidade de software,Fundamento Legal: Lei nº 13.303/2016,Pregão,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155007,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,28/07/2020,05/08/2020,29/07/2020,28/07/2021,02781404000195,CONFIDERE INFORMATICA E SERVICOS LTDA,880560.0000,880560.0000
142020,Objeto: Prestação de serviços de telefonista,Fundamento Legal: Pregão Eletrônico nº 05/2020,Pregão,Publicado,44000,Ministério do Meio Ambiente,20701,Instituto Brasileiro do Meio Ambiente e dos R,193099,IBAMA - COORDENACAO-GERAL DE FINANCAS - CGFIN,28/07/2020,03/08/2020,28/07/2020,28/07/2021,10653264000106,J MACEDO PEREIRA,84199.9200,84199.9200
882020,Objeto: Aquisição de Gêneros Alimentícios - Quatitativo de Subsistência,Fundamento Legal: Lei 10.520/02,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160298,COMANDO DA 1 REGIAO MILITAR,27/07/2020,10/08/2020,27/07/2020,27/07/2021,07290015000180,EMPORIO COMERCIO ATACADISTA EIRELI,189062.5000,189062.5000
312020,Objeto: Serviço de locação de equipamentos para exames laboratoriais.,Fundamento Legal: Art. 60 e 62 da Lei 8666/93.,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120195,CENTRO DE AQUISIÇÕES ESPECÍFICAS,01/04/2020,04/08/2020,01/04/2020,01/04/2022,21947632000137,LABMEDIC COMERCIO E MANUTENCAO DE EQUIPAMENTOS MEDICOS EIRELI,971200.0000,971200.0000
232020,Objeto: Contratação de pessoa jurídica para a prestação de serviços médicos-hospitalares para atendimento aos casos de COVID-19 das Unidades Hospitalares ligadas ao Complexo Hospitalar da Universidade Federal do Rio de Janeiro,Fundamento Legal: Lei 13979/2020-- Lei 8666/93-- deecreto 9507/18-- IN 05/2017,Pregão - Registro de Preço,Publicado,26000,Ministério da Educação,26245,Universidade Federal do Rio de Janeiro,153115,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,31/07/2020,06/08/2020,01/08/2020,31/10/2020,10893674000116,DIMPI GESTAO EM SAUDE LTDA,1389000.0000,1944600.0000
562020,Objeto: Manutenção e revestimento de ruas nos campi da UFSM Em Santa Maria e Silveira Martins - valor do contrato atual: R$ 55.759.64,Fundamento Legal: Lei 8666/93,Concorrência - Registro de Preço,Publicado,26000,Ministério da Educação,26247,Universidade Federal de Santa Maria,153164,UNIVERSIDADE FEDERAL DE SANTA MARIA,24/07/2020,06/08/2020,24/07/2020,21/10/2020,10750183000116,MOMENTO PRE MOLDADOS DE CONCRETO EIRELI,59400.0000,59400.0000
300232020,OBJETO: Contratação de empresa para desenvolvimento no sistema de gestão empresarial ERP,Fundamento Legal: Lei 10520/2002 e Lei 13303/2016,Sem Informação,Fechado,32000,Ministério de Minas e Energia,20303,Indústrias Nucleares do Brasil,113206,INDUSTRIAS NUCLEARES DO BRASIL S/A - INB,07/07/2020,05/08/2020,07/07/2020,28/07/2023,15459897000193,GILVAN ALVES DE OLIVEIRA,695000.0000,695000.0000
817612020,Objeto: Credenciamento Médico.,Fundamento Legal: Art.30-- Caput-- Lei 13.303/16,Inexigibilidade de Licitação,Publicado,25000,Ministério da Economia,25207,Serviço Federal de Processamento de Dados,803090,SERPRO - REGIONAL CURITIBA,22/07/2020,07/08/2020,22/07/2020,21/07/2025,07404052000172,CRUZ VERMELHA BRASILEIRA - FILIAL DO ESTADO DO PARANA,600000.0000,600000.0000
802020,Objeto: Aquisição de Gêneros Alimentícios - Quantitativo de Subsistência,Fundamento Legal: Lei 10.520/02,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160298,COMANDO DA 1 REGIAO MILITAR,22/07/2020,05/08/2020,22/07/2020,22/03/2021,05656062000170,MULTICOM COMERCIO MULTIPLO DE ALIMENTOS LTDA,95829.5000,95829.5000
72020,Objeto: Contrato de fornecimento de energia elétrica - Poder Público-- para as instalações da ANAC em São José dos Campos/SP (Contrato EDP 003).,Fundamento Legal: Art. 24-- Inciso XXII-- da Lei 8666/93.,Dispensa de Licitação,Publicado,39000,Ministério da Infraestrutura,62201,Agência Nacional de Aviação Civil,113217,REPRESENTAÇÃO REGIONAL SÃO PAULO_- ANAC,22/06/2020,03/08/2020,22/06/2020,,02302100000106,EDP SAO PAULO DISTRIBUICAO DE ENERGIA S.A.,222954.1800,222954.1800
12020,Objeto: Contratação de grande necessidade para o desenvolvimento completo das atividades do Campus Paulo Afonso como a postagem de correspondências-- transporte de malotes e etc.,Fundamento Legal: Art. 24 Inciso [II] Po rtaria n° 306 - 13/12/2001,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26427,Instituto Federal da Bahia,158585,INST. FED. DA BAHIA/CAMPI PAULO AFONSO,20/07/2020,03/08/2020,20/07/2020,34028316000537,EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS,4365.0400,4365.0400
22020,Objeto: O objeto do presente instrumento é a contratação de serviços de capacitação de servidores vinculados à contratante no curso de Mestrado em Direito ministrado pelo Contratado-- que serão prestados nas condições estabelecidas no Projeto Básico e na Proposta comercial.,Fundamento Legal: Art. 25-- inc. II-- da Lei 8.666/1993.,Inexigibilidade de Licitação,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170018,SUPERITENDENCIA REGIONAL DA RFB NA 1A RF,27/07/2020,07/08/2020,01/08/2020,31/12/2022,00059857000187,CENTRO DE ENSINO UNIFICADO DE BRASILIA CEUB,1026885.6000,1026885.6000
32020,Objeto: Contratação de serviços técnicos de manutenção preventiva e corretiva da central telefonica e acessórios do IPHAN/RS pelo período de 12 meses.,Fundamento Legal: Lei 8.666/1993 e atualizações.,Dispensa de Licitação,Publicado,54000,Ministério do Turismo,20411,Instituto do Patrimônio Histórico e Artístico,343012,SUPERINTENDENCIA DO IPHAN R.G.DO SUL-- IPHAN-RS,20/07/2020,03/08/2020,20/07/2020,19/07/2021,91755843000153,GITEL TELECOMUNICACOES LTDA,5063.8800,5063.8800
42020,Objeto: Prestação de serviços de Banda Larga Fixa para ponto de acesso à Internet a serem realizados na ARF Palmeira das Missões e na ARF Três Passos-- que serão prestados nas condições estabelecidas no Edital e Termo de Referência-- referentes aos itens 7 e 9 do Pregão DRF SAO 08/2020.,Fundamento Legal: Lei 8.666/93,Pregão,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170185,DELEGACIA DA RFB EM SANTO ANGELO,23/07/2020,03/08/2020,23/07/2020,22/03/2022,03037778000163,SULCOM INFORMATICA LTDA,10500.0000,10500.0000
1472020,Objeto: Prestação de serviço de assistência médico hospitalar aos usuários do FuSEx/SAMMED/PASS,Fundamento Legal: Art 25 da Lei 8.666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160130,36º BATALHãO DE INFANTARIA MECANIZADO,01/07/2020,05/08/2020,01/07/2020,30/06/2021,10896921000138,RESPIRARE EXAMES UBERLANDIA LTDA,100000.0000,100000.0000
25812020,Objeto: Contratação de serviços continuados de limpeza-- asseio e conservação-- saneantes domissanitários.,Fundamento Legal: Lei 8.666/93 e alterações.,Pregão,Publicado,26000,Ministério da Educação,26439,Instituto Federal de São Paulo,158581,IFSP - CAMPUS ARARAQUARA,03/07/2020,06/08/2020,03/08/2020,02/08/2021,12569038000169,SOLUMAR SERVICOS TERCEIRIZADOS E FACILITIES LTDA,318500.0000,318500.0000
12020,Objeto: Termo de credenciamento hospitalar N° 01/HARF/2020. PTRES 168915-- ND 339039 e DATA NE 31/07/2020.,Fundamento Legal: Art 25-- caput-- da Lei n° 8.666/1993.,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52111,Comando da Aeronáutica,120632,BASE AEREA DE RECIFE,20/05/2020,04/08/2020,20/05/2020,20/05/2021,26769298000192,DDL ATIVIDADES DE FISIOTERAPIA EIRELI,50000.0000,50000.0000
62020,Objeto: Contratação de pessoa jurídica para prestação dos serviços de limpeza-- conservação e higienização com dedicação exclusiva de mão de obra para atender as necessidades do edifício sede da SRT/AM-- conforme Termo de Referência.,Fundamento Legal: Lei 8.666/93 e suas tualizações,Pregão,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170207,GERêNCIA REG. DE ADMINISTRAçãO DO ME-AMAZONAS,31/07/2020,10/08/2020,03/08/2020,02/08/2021,00997194000141,DT CONSERVACAO E LIMPEZA LTDA -,109570.0000,109570.0000
392020,Objeto: Cursos virtuais de Manejo do Paciente Covid-19 e Assistência Multi Covid-19,Fundamento Legal: Lei nº 13.303/2016,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155007,EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES,24/07/2020,05/08/2020,24/07/2020,23/01/2021,16841652000199,SOCIEDADE MINEIRA DE TERAPIA INTENSIVA,798525.0000,798525.0000
342020,Objeto: Contratação de empresa especializada em prestação de serviço de manutenção corretiva com fornecimento de peças em equipamentos médico hospitalares.,Fundamento Legal: Lei 13303/16,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155904,HOSPITAL DAS CLINICAS DA UNIV. FED. DE GOIAS,04/08/2020,07/08/2020,04/08/2020,04/02/2021,00302007000168,INOVACAO SERVICOS E COMERCIO DE PRODUTOS HOSPITALARES LTDA,67102.8100,67102.8100
1942020,Objeto: Prestação de serviço de assistência médico hospitalar aos usuários do FuSEx/SAMMED/PASS,Fundamento Legal: Art 25 da Lei 8.666/93,Inexigibilidade de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160130,36º BATALHãO DE INFANTARIA MECANIZADO,01/07/2020,06/08/2020,01/07/2020,30/06/2021,08086405000104,BAROGASTRO TRATAMENTO DA OBESIDADE LTDA,300000.0000,300000.0000
132020,Objeto: Termo de Contrato 13/2020 - 160225 Objeto: Contratação mensal de serviços de comu-nicação multimídia (banda larga) no Hospital Militar de Área de Recife - HMAR. Valor global : R$ 8.760.00 (oito mil setecentos e sessenta reais)--- Vigência: 09jul20 a 09jul21. ASS: MARCOS WAGNER RODRIGUES MONTEIRO - CEL OD DA BASE ADMINISTRATIVA DO CURADO,Fundamento Legal: Lei 8.666/93.,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160225,BASE ADMINISTRATIVA DO CURADO,07/07/2020,07/08/2020,09/07/2020,09/07/2021,08433186000184,S.T TELECOM LTDA,8760.0000,8760.0000
52020,Objeto: Prestação de serviços de Banda Larga Fixa para ponto de acesso à Internet a serem realizados na IRF Porto Xavier e na IRF Porto Mauá-- que serão prestados nas condições estabelecidas no Edital e Termo de Referência-- referentes aos itens 2 e 3 do Pregão DRF SAO 08/2020.,Fundamento Legal: Lei 8.666/93,Pregão,Publicado,25000,Ministério da Economia,25000,Ministério da Economia - Unidades com vínculo,170185,DELEGACIA DA RFB EM SANTO ANGELO,23/07/2020,04/08/2020,23/07/2020,22/03/2022,08411698000140,PROSERVER TELECOMUNICACOES LTDA,14200.0000,14200.0000
122020,Objeto: Contratação de empresa especializada pa ra a prestação de serviço de telefonia movel.,Fundamento Legal: Art. 24 da Lei n° 8666/93.,Dispensa de Licitação,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160168,HOSPITAL DA GUARNICAO DE MARABA,31/07/2020,06/08/2020,01/08/2020,31/07/2021,02558157000162,TELEFONICA BRASIL S.A.,2637.6000,2637.6000
272020,Objeto: Constitui objeto do presente instrumento a aquisição de reagentes e insumos para a realização dos exames diagnóstico e monitoramento dos pacientes COVID 19 com fornecimento de equipamento em comodato.,Fundamento Legal: Lei 13979/2020-- Lei 13303/2016 e REgulamento de Licitações e Contratos EBSERH.,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155018,EBSERH HUGV-UFAM,15/07/2020,05/08/2020,15/07/2020,14/10/2020,73008682000152,LABINBRAZ COMERCIAL LTDA,73740.0000,73740.0000
152020,Objeto: Aquisição de Lixeiras para descarte de EPI's infectantes e Touca descartáveis para atender a Perícia Médica da GEXCGD/MS.,Fundamento Legal: Artigo 24-- Inciso II da Lei 8666/93.,Dispensa de Licitação,Publicado,25000,Ministério da Economia,37202,Instituto Nacional do Seguro Social,510280,GERÊNCIA EXECUTIVA CAMPO GRANDE,30/07/2020,05/08/2020,30/07/2020,14/08/2020,27081027000102,FABIANO TADEU DE OLIVEIRA 31496554809,2599.1000,2599.1000
52020,Objeto: Aquisição de gêneros alimentícios a fimde atender as necessidades do CFSol / 8ºBIS.,Fundamento Legal: P.U. do art. 61 lei 8666/93,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52121,Comando do Exército,160024,COMANDO DE FRONTEIRA SOLIMOES/8 BIS,21/05/2020,10/08/2020,21/05/2020,31/08/2020,21860768000105,W SANTOS CHAVES,59228.4900,59228.4900
472020,OBJETO: Aquisição de conjunto de reagentes paragenotipagem destinados ao IPDNA da Polícia civil do Distrito Federal.,Fundamento Legal: Edital de Pregão Eletrônico n29/2020-PCDF-- TR e Proposta da empresa.,Sem Informação,Fechado,99900,REPUBLICA FEDERATIVA DO BRASIL,97400,DISTRITO FEDERAL,926015,POLÍCIA CIVIL DO DISTRITO FEDERAL,16/07/2020,04/08/2020,16/07/2020,16/07/2021,63067904000588,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA,122090.0000,122090.0000
532020,Objeto: Contratação de Empresa especializada na prestação de serviços de analises laboratoriais fisico-quimicas e microbiologicas da Estação de Tratamento de Agua - ETA.,Fundamento Legal: LEI 13.303/2016,Pregão - Registro de Preço,Publicado,52000,Ministério da Defesa,52221,Indústria de Material Bélico do Brasil,168005,INDUSTRIA DE MATERIAL BÉLICO DO BRASIL/FI,03/08/2020,05/08/2020,03/08/2020,03/08/2021,02067846000174,ECO SYSTEM - PRESERVACAO DO MEIO AMBIENTE LTDA,45000.0000,45000.0000
902020,Objeto: O presente contrato tem por objeto a Contratação da Fundação de Apoio à Pesquisa-- ao Ensino e à Cultura (FAPEC) para apoiar a UFMS em Projeto Institucional de Extensão-- prestando serviços de gestão administrativa e financeira necessários à execução do Projeto de Extensão 'Programa Academia & Futebol na Universidade Federal de Mato Grosso do Sul - UFMS'-- objeto do TED n. 06/2020 - SNFDT/MC-- conforme Anexo I-- Plano de Trabalho (Documento SEI 2041201).,Fundamento Legal: Lei 8666/1993,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26283,Fundação Universidade Federal do Mato Grosso ,154054,FUNDACAO UNIVERS.FED. DE MATO GROSSO DO SUL,04/08/2020,06/08/2020,04/08/2020,30/06/2022,15513690000150,FUNDACAO DE APOIO A PESQUISA AO ENSINO E A CULTURA,278917.5500,278917.5500
22020,Objeto: Locação de imóvel na Avenida Miguel Sutil-- nº 8.800-- Edifício Advanced-- 14º Andar-- Duque de Caxias-- CEP nº 78.043-305-- Cuiabá/MT.,Fundamento Legal: Lei nº 8666/93 e 8.245/91.,Dispensa de Licitação,Publicado,32000,Ministério de Minas e Energia,32396,Agência Nacional de Mineração,323107,GERÊNCIA REGIONAL DA ANM - MT,27/07/2020,04/08/2020,27/08/2020,27/08/2023,14911473000155,IMOBILIARIA E CONSTRUTORA GEORGIA MIRELA LTDA,1144800.0000,1144800.0000
32020,Objeto: Contratação de Serviço de Manutenção de Cromatógrafo Gasoso Trace 1310 (Thermo Scientific),Fundamento Legal: Lei 8.666/93--- Lei 10.520/02--- Dec. 7892/13 e 9507/18--- IN 05/17,Inexigibilidade de Licitação,Publicado,26000,Ministério da Educação,26240,Universidade Federal da Paraíba,153074,CENTRO DE CIENC.HUMA. SOC. E AGRARIAS DA UFPB,03/08/2020,07/08/2020,03/08/2020,03/12/2020,67774679000147,NOVA ANALITICA IMPORTACAO E EXPORTACAO LTDA,14251.7000,14251.7000
62020,Objeto: Aquisição de insumos para impressoras para atender às unidades vinculadas às Gerências Executivas do INSS/MT.,Fundamento Legal: Lei nº 8.666/93-- Lei nº 10.520/02,Pregão - Registro de Preço,Publicado,25000,Ministério da Economia,37202,Instituto Nacional do Seguro Social,511080,GERÊNCIA EXECUTIVA CUIABÁ,02/07/2020,05/08/2020,02/07/2020,02/07/2021,78126950001126,MICROSENS S/A,4300.0000,4300.0000
82020,Objeto: Condições Gerais/Anexo da Nota de Empenho nº 2020NE800143-- aquisição de lixeiras plásticas hospitalares 30L-- visando a reabertura das unidades vinculadas à Gerência Executiva do INSS em Goiânia/GO.,Fundamento Legal: Inciso II-- art. 24-- da Lei 8.666/93-- MPV 961/2020 e pelo §2º-- art. 4 do Decreto nº 5.450/05.,Dispensa de Licitação,Publicado,25000,Ministério da Economia,37202,Instituto Nacional do Seguro Social,510405,GERÊNCIA EXECUTIVA GOI NIA,31/07/2020,04/08/2020,31/07/2020,01/10/2020,35042079000106,RF LEITE DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE EIRELI,4384.2600,4384.2600
262020,Objeto: Constitui objeto do presente instrumento a aquisição de reagentes e insumos para a realização dos exames de diagnóstico e monitoramento dos pacientes COVID 19 com fornecimento de equipamentos em regime de comodato.,Fundamento Legal: Lei 13979/2020-- Lei 133030/2016 e Regulamento de Licitações e Contratos EBSERH,Dispensa de Licitação,Publicado,26000,Ministério da Educação,26443,Empresa Brasileira de Serviços Hospitalares,155018,EBSERH HUGV-UFAM,15/07/2020,05/08/2020,15/07/2020,14/10/2020,04562591000141,A.R. RODRIGUEZ & CIA LTDA,122000.0000,122000.0000
10882020,OBJETO: Contratação de serviços de natureza pericial,Fundamento Legal: Lei 13303/2016,Sem Informação,Fechado,32000,Ministério de Minas e Energia,20303,Indústrias Nucleares do Brasil,113206,INDUSTRIAS NUCLEARES DO BRASIL S/A - INB,03/07/2020,05/08/2020,03/07/2020,03/08/2020,33858411787,ALEXANDRE RODRIGUES DE OLIVEIRA,58800.0000,58800.0000
